content,score
kenapa shopee sy gk bisa cekoat barang padahal sebelumnya bisa,4
Sangat membantu,5
Sering update,3
kerenn shoope,5
"Alhamdulillah barang yang kami pesan sesuai ekspektasi, dan tepat waktu.",5
"Mohon maaf saya ganti ratingnya,tolong untuk Shopee jangan pernah memakai ekspedisi SPX lagi,karna udah 3x paket saya tanpa telp dulu,tanpa hubungi saya dulu tanpa persetujuan saya paket di kembalikan ke penjual,kan kasihan penjual dengan alasan nomer saya tidak bisa di hubungi,sudah jelas nomer saya selalu aktif,udah 3x saya di giniin sama SPX,kalo bisa ganti ekspedisi nya saja,daripada nanti pda kecewa,terimakasih🙏",2
Tolong pengirimannya di tingkatkan terutama di surabaya dc,3
kami senang belanja dishopee dengan metode cod yg biasa gak pakai shopeeleler kalau pakai shopeeleler kami gak paham jadi kami gak bisa belanja lagi,5
"Pengirimannya lama Sekarang Shopee jadi jelek, udah pengirimannya lama, mau hubungi pihak pengirim nya ribet ahh... Masa penjual dan pembeli satu kota pesanan nya gak nyampe nyampe, udah seminggu lewat... Shopee sekarang jelek banget",1
sangat bgus dan membantu,5
mantap,5
sangatlah baik,5
pengalaman yang sangat menyenangkan kenal shope Indonesia dpt duit dan buang duit disini wkwk,5
sukaa,5
Bagus,5
menganggu,1
nyaman dan aman,5
"Tiba² muncul, padahal lagi buka apa larn",1
pelayanan pengirman aman bos mantap👍🙏,5
Mantap shoppe selalu amanah,5
pokok nya 👍👍👍👍👍💪💪💪💪,5
"Akun saya selalu ga bisa buat check out,pdhl jarang di pakek",3
"Serius nyebelin bgt sekarang isi shopepay, udh isi lwt gopay udh+admin pas masuk ke shopepay malah ke potong lagi admin nya mksdnya apa coba aneh bgt kdang jdi mls bgt klo kek gni",1
Intinya sangat² membantu banget,5
suka belanja di shopee dapat diskonya banyak,5
"Transaksi online belanja kebutuhan yg cukup terpercaya, lancar dan cukup aman",5
mantap,5
sangat membantu dalam pembelian,5
Co TPI dibatalin terus g asyik bgt sekarang,1
bagus,5
suka sekali,5
"Shopee makin kesini, makin jadi aneh!! Fitur chat banyak hilang, seperti pemblokiran sudah tidak ada, Banyak akun spam merajalela jadinya jika seperti ini",1
Shopee big ramadhan mantap kebanyakan promo gratis,5
👍,5
Mantaf,5
"Sangat senang, bisa belanja di shopee. Dan bisa dipinjam kan paylater.",4
Shopee terbaik,5
Pelayanan kurir shoope sma tiktok beda bnget,1
mantap dan cepat...👍👍👍,5
Bagussdd,5
"ini aplikasi terbaik terbagus dan Ter recommend buat belanja. smua fiturnya bagus dan baik pelayanan jika ada masalah langsung di atasi . pokoknya, ilove banget sama Shopee. sudah naruh sepenuh hati dan gak bakalan kelain aplikasi.",5
"coba iseng fitur spinjam, dah smp tandatangan ehh.. ada tulisan pengajuan anda ditolak. ada keterangan perbaiki kredit terlebih dahulu, kacau nih bot.. pernah kredit aja ga.. jatuh bintang mu, melecehkan orang tanpa cek data dl.",1
"Kadang susah mau buka aplikasinya,,,,,",4
"aplikasi lemot, jelek bgt!!!!!",1
Jooss pokok e,5
"Buka aplikasi langsung direct ke video, apaan ini?!!! makin ngaco strategi marketingnya.",1
"Aplikasi paling buruk iklan dimana² terlihat seperti spam sangat mengganggu, saya tidak akan instal lagi maupun membeli produk melewati apk seperti ini👎",5
Pelayanan sangat bagus,5
aman terpecaya.,5
Puas belanja di shopee,5
mudah dan sangat terjangkau,5
mantul ws,5
👍,5
wowww,5
"untuk estimasi pengiriman mohon jangan dirubah secara sepihak. terkadang kita memilih belanja dengan kebutuhan waktu berdasarkan keterangan estimasi waktu yang tertera di keterangan. contoh awal keberangkatan tertera estimasi pengiriman tanggal 14-16, tiba-tiba ditengah perjalanan keterangannya berubah menjadi 16-18. aneh, kalau seperti ini apa gunanya ada program ""garansi tepat waktu"" dengan embel-embel cashback keterlambatan.",3
"TOLONG DONG PIHAK SHOPPE MAKIN HARI MAKIN LAMBAT EKSPEDISINYA , TOLONG DI TEGUR , DI CHECK , DIBERIKAN SOLUSI AGAR CEPET SAMPAI PAKETNYA BUKAN CUMAH VOUCER 10RB AJA",3
Shopee menjual barang sesuai dengan apa yang aku mau dong,5
Shoope ok,5
Platform belanja online dengan harga terjangkau,5
Mantap,5
Lelet banget pemgirimannya. Udh sampe tanggerang malah dioper lg k cakung. Gitu aja terus sampe 5 hari. Udh chat cs ttp aja ga ada pergerakan paketnya. Mana barang mau di pke. Ini mah keburu acaranya beres baru nyampe. Padahal udh order jauh jauh hari..,2
"pokoknya puas bener aq brbelanja dshopee pngirimannya cpt.ap yg kt mau semua tinggal pilih duduk manis nnti paketnya dianterin mamang kurir,makasih shopee",5
Lambat kaya ga niat kerja bah ktnya mau di kirim tgl 10 smpe tgl 14 gada keterangan sama sekali ga percaya lagi sama shopee,1
Pelayanan bagus,5
sangat bagus,5
baik,1
"Shopee, toko online yg ckup berguna dan memudahkan bagi yg suka belanja ol, yg sy suka adalah diskon/gratis ongkirnya🤭",5
Shopping bagus banget lahh,5
Dr dulu sudah langganan,5
Sangat membantu krna ada pengiriman instannya 👍👍👍,5
Pasananku semua sangat memuaskan,5
"tanpa mengurangi rasa senang belanja di sini ya, saya sedikit kecewe dengan kompensasi voucher hasil jaminan tepat waktu, sudah barang datang terlambat di tambah waktu vouchernya yg cuma 3 hari dan voucher baru bisa di gunakan minimum belanja 100rb, kenapa ga seperti dulu ya voucher 10rb bebas buat belanja tanpa minimum, sementara belanja minimum 100rb kan belum tentu terpakai jg karena ada voucher yg lain, mau mengobati rasa kecewa tp ga memperhitungkan",3
🙏bagus.terimakasih,5
"Mudah, murah, cepat",5
Shopee itu mantap,5
Sangat jelek karna leg parah lebih bagus di apk yg lancar,1
"pelayanan bagus,kurir ramah,barang sesuai yg di gambar,makasih shopee",5
mantap si ini aplikasi👍👍,5
super,5
good,5
paket bisa nyasar ke Kalimantan selatan. padahal pengiriman ke Pontianak,1
"semakin gak jelas bikin promo, sdh nempel saat CO eh tiba2 dibatal pembeliannya",1
Bagus,5
jangan tampilkan iklan mu di handphone saya!!,5
teman terbaik untuk semua kebutuhan sehari-hari,5
Sangat membantu & nyaman berbelanja di sini.,5
Good job,5
Mantap,5
Selalu dapat ongkir gratis . Terima kasih shopeee,5
shopee sekarang makin lambat pengiriman nya gak tepat waktu pengiriman nya sampai lewat 2 harian harus nya sudah sampai ini belum sampai sama sekali jalan aja gak di maps nya,1
Tingkatkan!!,5
"Bagus mempermudah berbelanja online, harga jg murah murah, bagus",5
"Hbis updet, vocer makin kurang",2
Kenapa shopee pengirimannya lambat ya padahal aku sudah Pakai SPK express Tulung perbaiki dung shopee nya 🙏,1
Selalu puas belanja di shopee,5
Sangat bgt,5
lancar,5
suara nya jelas lengkap lagu nya pokok nya mantulllll🥰,5
Cepat reaksi dan respon,4
Banyak gratis ongkir dan diskonya,5
"Kenapa ya kalo mau bayar pakai shopee pay slalu proses downloading, dan itu lama bgt, ini sdh ditunggu semaleman sampe pagi masih sama",4
"aplikasinya mantap, tapi masih ada toko palsu",4
mantap,5
bagus,5
Okeeee,5
okebanget,5
Shopee is the best🥰🥰🥰🫶,5
puas,5
Mantap,5
"kualitas buruk, gak bisa ajuan spinjam lagi cuma telat bayar 2hari padahal total tagihan sdh sya lunasi semua beserta denda.",1
bgus,5
ok,5
"menurut saya apk ini sangat bagus,tetapi ada sedikit kendala ya tidak bisa cod, menurut saya si cuma ini saja yang bisa saya berikan ulasannya",2
sangat baik,5
"Sangat buruk sekali belanja di Shopee pun susah, dan paket sudah di pesan belum di antar2 sampai sekarang. Tolong di perbaiki lagi ya buat Shopee.",1
Aplikasi belanja yang bagus dari dulu saya gunakan ini. Sekarang bintangnya saya kurangi dullu semenjak openingnya pake video berasa keganggu kasian juga HP yang ramnya rendah jadi lemot. Saran saya sih mending seperti di awal ferforma jadi gak keganggu.,2
terima kasih...sangat membantu,5
mantap,5
Mantap,5
Semoga Makin lancar dan suxes sellu,5
Pengiriman spx minta tolong di percepat masa 1 minggu lebih ngga dateng2,2
ok,5
Utk sekarang lumayan penjualnya sudah pd jujur dan pengiriman nya agak cepat,5
Shope cod love you,5
Bagaimana cara menonaktifkan shoppevideo.terlalu mengganggu.tiap buka app shoppe langsung otomatis ke video.nge bug lama pula.tolong tambahin fitur/aktifkan di setting buat menonaktifkan video.GANGGU,1
"Pengiriman cepat, barang apa aja ada yang utama discont nya",5
Bagaimana cara mengaktifan akun spaylater ka,5
sangat membantu dalam menyelesaikan masalah,5
"sangat"" memudahkan saya untuk berbelanja , dan lebih enaknya lagi harga terjangkau jadi dompet masih aman 😂",5
Aplikasi nya bagussss,5
"Sangat membantu untuk berbelanja murah,,, recommended... thanks Shopee",5
👍🙏🏻👏,5
semua ok cuma KLO pesanan nya ngirim ke NTB sampe 5/6 lamanya,4
Shoppe keren pokok ny,5
Mantap,5
"Sekarang suka tiba tiba keluar sendiri, tolong diperbaiki.",5
Laris jualanku di shopee,5
super membantu dalam hal jual belii rekomendasi banget pokoknya yang mager pilih keluar langsung nengok hp pilih chekout,5
mantap,5
Shopee is the best,5
Bagus................................................ ................................. .,5
Sangat membantu sekali apk ini,5
Bagus sangat d recomended,5
Apk bagus,5
toko onlen yg sdh terkenal,5
Sangat bagus syaa sukaaaaa,5
"mantap, keren,",5
"Aku di batasi tidak bisa di buka, padahal masih ada tagihan paylatter, ga ada opi pembayaran di luar aplikasi gimana dong jalan keluarnya",1
shopee makin maju ya makin mantap ya semoga kedepan makin sedikit penjual penipu,5
Pelayanan memuaska,5
tolong bantu cod nya di aktip kan terus,5
Membantu bngt bagi aku yg magerann,5
sangat membantu,5
Setiap saya mau cek out.. gak bisa muncul tulisan akan di blokir akun shopee ku kalau ambil promo. Di tekan oke tetap aja gak bisa cek out,3
Ok,5
"Gak jelas nih shopee sekarang banyak iklannya merasa terganggu banget buka apk ini sekarang, mohon perbaikan nya",1
Iklannya di mana mana,1
Sangat bagus,5
"PENGIRIMAN SPX STANDAR LAMA POLL,PAKET GA MAJU-MAJU SAMPE OTOMATIS ESTIMASI MUNDUR(GA BUTUH VOUCHER,, BUTUHNYA BARANG CEPET DI KIRIM DAN NYAMPE) SEMINGGU GA NYAMPE-NYMAPE KAYA DARI LUAR NEGERI AJA. APK LAIN PALING LAMA 5 HARI PENGIRIMAN (JANGAN PERNAH PILIH EKSPEDISINYA SPX STANDAR) KECEWAA",1
mantap,5
"Barang real pict,kurir ramah,gratis ongkir",5
Kagak Jelas Kurir SPX nya dan Kebijakan Shopee,1
"pertama beli di toko ini saya sangat puas Deng barangnya saya sekali beli 2 lampu Deng 10M semua menyala dengan baik, pokonya puas banget deh rencananya saya mau pesan lagi di toko ini",5
lol sangat tolol,5
kenapa ya shopee saya saat di buka keluar sendiri dari hari kamis sampai sekarang ga bisa dibuka,5
bagus,5
good,5
Jaya selalu shopee slalu semakin didepan,5
sangat memuaskan,3
mantap,5
Sangat membantu dlm belanja online,5
mantap,5
"suka otomatis masuk kedalam aplikasi. padahal tidak sedang membuka aplikasi. lalu lebih suka ketika awal masuk aplikasi langsung diarahkan menuju beranda daripada langsung masuk ke Shopee live, karena itu akan mempengaruhi smartphone dengan spesifikasi rendah menjadi lebih lag",1
Tolong perbaiki lagi sistem keamanan buyer. Masih banyak fake order dikala event. Buyer tidak memesan paket tapi ada paket datang kerumah. Sekian masukan dari saya. Semoga kedepannya Shopee bisa lebih lagi dari sistem keamanan nya. Untuk pelayanan kurir SPX sudah sangat baik dan tepat waktu.,5
Senang sekali belanja di shopee banyak diskon,5
Dengan aplikasi ini serasa di ratukan diriku klik klik terkabul Love love lah pokoknya si shopee,5
Respon Shopee cepat sehingga meunjukkan komitmen yang baik dalam pelayani pembeli,5
Habis di update nonton video gak bisa skip,1
suka bnget belanja di shopee ❤️❤️,5
"sudah sangat nyaman belanja melalui shoope apa yg dibutuhkan gampang dicari...cuma mau pesen jgn menerima penjual jamu obat yg bukan original kasian ke kita yg kurang paham membedakan original / kawe palsu terutama obat"" tradisional",5
"Selama ini amanah, puas pokonya pesan BRG di shopee",5
"tong sampah,lbih bgus apk punya sebelah lowdingnya lancar ga",1
seru,5
Knpa ni shopee nya ada beberapa yg di batalkan sampe susah pengirim barangnya COD an perbaiki cpat dong !!.,1
suka banget,5
Untuk pengiriman barang sangat miris buruk kelamaan.,1
good,5
lumayan membantu,5
nokomen👎👎,1
The best pokoknya,5
Keren dan amanah.,5
Satset toplah,5
apk favorit saya untuk belanja online karena bisa paylatter😁,5
mantap,5
Banyak masalah dari pengiriman dan garansi datang tepat waktu tapi ada minimal belanja,1
Mantap.semangat belanja,5
👍,5
good,5
belanja di Shopee memberikan akses yg mudah untuk belanja dan mempunyai bonus dll.. trimakasih Shopee.. moga berjaya,5
Amanah,5
bagus,5
good job,5
"terima kasih atas pelayanannya, paket sampai dengan selamat, jaga selalu kualitas produk dan kepuasan konsumen. semoga aku dapet handphone dari Shopee 😁 Aamiin Ya Robbal'alamin 🙏😘",5
"Saya kecewa dengan shoope saya pesan barang datangnya lama banget seminggu lebih. Lewat dari estimasi waktu, lalu saya batalkan. Pesan lagi tapi sama lama juga padahal jarak toko online ke rumah saya dekat dari kab Tanggerang ke kab lebak",1
"Seneng belanja di shopee, banyak barang yang sesuai dengan budget yg kita miliki",5
Banyak gratis ongkirnya,5
"Saya sering belanja di sini tapi saya tidak, tidak pernah dapat paylatter nya, padahal saya konsumen setia disini",5
sangat bagus,5
Good,5
"MAAF BOS SY BERI BINTANG 1 DULU KARENA SY TIDAK PUAS DENGAN JASA STAF PELAYANAN KURIR SPX TOLONG DISETERILKAN SEMUA KURIR DEDEK CS BERTUGAS DI KAB.DELI SERDANG, KECAMATAN SUNGGAL DESA SEI SEMAYANG MOHON MEREKA DIPECAT TANPA PESANGON, GANTI DENGAN KURIR YG BARU, STAF KURIR SPX SUKA PERUTNYA SENDIRI MENGEMBALIKAN PAKET OESANAN SY KEPENJUALNYA KEMBALI, PADAHAL BLM SAMPAI 7 HARI & MEREKA TIDAK SOPAN DENGAN PEMBELI TOLONG DIPEROSES MEREKA TRIMAKASIH BOS🙏🙏🙏",1
Pengiriman lambat sekali,1
"Menyebalkan promo Ramadhan tahun 2025 hanya untuk fashion, emank semua org cuma beli baju? Klw Ramadhan kan org butuh sembako, makanan, cemilan, sirup buat hampers, mana THR nya banyakan 2k ga niat bgt ngasih promo, enakan tahun kemarin2.",1
bagis,5
"Bagus, murah, nyaman dipakai, terimakasih seller, semoga Laris jualannya",5
terbaik pokoknya mah,5
bagus,5
Sopeee mantap,5
"biasa sesuai dengan yang d pesan,biasa jg tdk sesuai dengan keinginan kita 🙏",2
"Ini apk pemaksaan apa gimana dah?setiap kali gw buka web dan kalo iklannya shoope pasti dipaksa terus disuruh masuk apk nya padahal udh mencet keluar tapi ttp aja masuk shoope?kurang kurangin deh pemaksaan kek gini,bikin orang ga enak",1
membantu belanja kebutuhan barang saat GK ada waktu keluar belanja,5
joss gandoss,5
Sangat puas belanja di shopee,5
cari barang apa aja y di shopee,5
"entah kenapa shopee sekarang udah bukan kyk dulu lagi dulu pengirimannya cuma 1-2 hari aja dari bandung sekarang 3-5hari dari bandung toko nya juga sama btwgw kasih bintang 2,5 tapi karna GK bisa gw rat 2bintang aja dh :)",2
Penjual abal2 Ndak sanggup gabung sama shopee,5
sangat bermanfaat... 👌👍🙏,5
bagus👍👍👍,5
memudahkan,5
Server lelet sangat mengecewakan,1
kepake tetus pasti sama aku😅,5
Bagus,5
Bagus responnya,5
keren,4
Sangat bagus,5
👌👌🤗,4
mantab,5
"Ribet banget,segala verifikasi ktp,mana gagal mulu gara gambar burem,segitu jelasnya dibilang burem",1
"TOLONG SAAT BUKA APLIKASI JANGAN LANGSUNG KE LIVE, KARENA SANGAT MENGGANGGU BIKIN NGELAG!!!!!!!!",1
Sangat membantu untuk ibu2 seperti saya yang mager,5
"bagusss bangettt Shopee apa apa selalu belanjaa di Shopee mantepl dehhh, tingkatin lagi ya diskon nya hehee",5
Membantu sekali memudahkan mencari produk,5
Tolong aplikasinya sering crash,2
"voucher 10 ribu garansi tepat waktu kurang efektif kak, soalnya harus dipakai lagi belanja itupun kalo gak dipake 2 hari hangus, tapi pengirimannya kadang telat lebih dari 2 hari",4
Suka dengan apk nya Mudah dimengerti,5
"Sekedar informasi aja,""Terkadang toko tempat kita co tidak memberi sesuai pesanan kita""",2
bagus selama saya pesan pket di shope selaluh bagus,5
Jos,5
Top,5
Membantu dan mempermudah pembelian secara online. mudah mudahan untuk yang selalu menggunakan shopee untuk pembelian di berikan gratis ongkir lebih banyak lagi 🙏,5
Puas,5
sangat puas,5
ok,5
Alhamdulilah dengan adanya memudahkan saya untuk berbelanja semoga sukses,5
Puas,5
Makin baik kedepannya,5
Apk mantap,5
"ngapa paket gua kaga nyampe2, udah semingguan nih, lamaaaaaa",3
"Alhamdulilah,barang nya bagusss👍🏻",5
Murah dan mudah,5
keren,5
"cukup baik, kalo limit paylatter nya naik, bintangnya juga saya naikin.",3
nice,5
Ongkir nya murah beda sama lazada mahal ongkirnya,5
pelayanan ny cepat dan memuaskan,5
"Saya cuma tinggal pelunasan, karena saya tau, setelah pelunasan Shopee paylater saya tidak bisa aktif lagi,alias di bekukan selamanya, Jadi saya pakai aplikasi Shopee buat main Game aja, walaupun hadiah dari Game menggiurkan,itu cuma iming2 saja, kalaupun saya tertarik belanja,saya bayar cash, karena nggak bisa pakai voucher,coba di perbaiki biar nggak ngeLeg, itu saja, terima kasih",1
Semoga service layanan ke masyarakat nya makin ditingkatkan terus menerus hingga dpt diandalkan menjadi yg terbaik dan paling dibutuhkan 👍👍👍 sukses selalu,5
sudah lama belanja di shoppie kadang ada barang yang tidak sesuai iklan dan kenapa yang jauh lebih cepat datang nya yang dekat lebih lama datang nya,5
sangat bagus,5
Sangat baik,5
"Suka ,mempermudah belanja",5
"Tingkatkan keamanan min, saya hampir kena tipu yang mengaku dirinya dari shopee express, dan menyuruh kita verifikasi untuk melakukan spinjam padahal saya tidak ada niat untuk meminjam di shopee, terimakasih",5
Shopee good deh pokoknya buat belanja 👍👍👍,5
Tiba tiba tidak bisa verifikasi nomor handphone,3
Belanja paling mudah & paling murah ya di shopee. anti ribet,5
bagus,5
BARANG SAMPAI NYA LAMA SEKALI,2
ok bgt,5
𝘔𝘢𝘯𝘵𝘢𝘱 𝘥𝘢𝘱𝘦𝘵 𝘥𝘪𝘴𝘬𝘰𝘯,5
Nice,5
"Tolong shope tanam di perbaiki lg, terkadang terjadi error saat ingin menyiram pohon orng lain 🙂",1
Sedikit membantu pekerjaan saya,5
"Masih kecewa dengan SPinjam,sudah beberapa bulan ke belakang saya coba,pengajuan S Pinjam,tapi masih harus coba lagi nanti,entah sampai kapan.Padahal saya terus belanja dan belanja terus di shopee. Kalau gak mau ngasih pinjem,jangan selalu PHP léwat notifikasi.",2
